FID,ID_PRC,ID_LOGRADOURO,TIPO_LOGRADOURO,NOME_LOGRADOURO,GEOMETRIA
PRACA.40814.118,118,40814,PRACA,LEVI COELHO DA ROCHA,"POLYGON ((611403.525578196 7796314.97043045, 611434.389939411 7796306.39212616, 611435.181544948 7796307.71186447, 611424.099072955 7796326.89806341, 611403.525578196 7796314.97043045))"
PRACA.55314.2,2,55314,PRACA,PRINCESA IZABEL,"POLYGON ((607453.23524003 7808607.62470584, 607455.271979032 7808638.82852151, 607455.123553194 7808640.00828771, 607455.107061425 7808640.07827385, 607455.098815546 7808640.14825997, 607455.082323777 7808640.21824611, 607455.0740779 7808640.28823224, 607455.049340241 7808640.35821838, 607455.032848472 7808640.42820451, 607454.999864925 7808640.49819065, 607454.983373156 7808640.55817876, 607454.95038961 7808640.62816489, 607454.909160173 7808640.68815301, 607454.884422515 7808640.74814112, 607454.843193077 7808640.80812924, 607454.80196364 7808640.86811736, 607454.760734202 7808640.92810547, 607454.711258875 7808640.97809557, 607454.670029437 7808641.03808369, 607454.628799995 7808641.06807775, 607454.604062333 7808641.09807181, 607454.571078779 7808641.11806785, 607454.538095226 7808641.14806191, 607454.496865785 7808641.17805597, 607454.472128123 7808641.20805004, 607454.439144571 7808641.2380441, 607454.397915129 7808641.26803815, 607454.373177465 7808641.29803221, 607454.340193912 7808641.31802825, 607454.29896447 7808641.34802231, 607454.274226807 7808641.37801638, 607454.232997366 7808641.40801044, 607454.200013813 7808641.42800648, 607454.158784372 7808641.45800054, 607454.134046707 7808641.47799658, 607454.092817265 7808641.50799064, 607454.059833712 7808641.52798669, 607454.01860427 7808641.55798075, 607453.977374827 7808641.57797679, 607453.952637164 7808641.60797085, 607453.911407721 7808641.62796689, 607453.870178278 7808641.64796293, 607453.837194727 7808641.677957, 607453.804211171 7808641.69795304, 607453.76298173 7808641.71794908, 607453.721752287 7808641.73794513, 607453.680522844 7808641.75794117, 607453.647539291 7808641.77793721, 607453.416654415 7808641.9179095, 607452.723999762 7808642.14786402, 607451.404657524 7808642.29783449, 607450.571822722 7808642.28783659, 607449.8296927 7808642.27783867, 607449.079316786 7808642.24784472, 607449.029841451 7808642.24784473, 607448.972120228 7808642.24784474, 607448.914399002 7808642.23784673, 607448.856677778 7808642.23784674, 607448.798956553 7808642.22784873, 607448.74123533 7808642.22784874, 607448.691759994 7808642.21785073, 607448.634038768 7808642.20785271, 607448.568071654 7808642.1978547, 607448.518596318 7808642.1878567, 607448.460875094 7808642.1878567, 607448.403153868 7808642.17785868, 607448.353678531 7808642.15786265, 607448.287711417 7808642.14786465, 607448.23823608 7808642.13786663, 607448.180514856 7808642.12786863, 607448.131039519 7808642.11787061, 607448.073318293 7808642.09787459, 607448.007351178 7808642.08787658, 607447.95787584 7808642.06788055, 607447.900154617 7808642.05788254, 607447.850679278 7808642.03788651, 607447.792958053 7808642.0278885, 607447.743482716 7808642.00789246, 607447.677515599 7808641.98789643, 607447.628040263 7808641.97789842, 607447.570319036 7808641.9579024, 607447.520843699 7808641.93790637, 607447.463122473 7808641.92790836, 607447.413647136 7808641.90791233, 607447.34768002 7808641.8879163, 607447.298204685 7808641.87791829, 607447.248729346 7808641.85792226, 607447.191008121 7808641.83792622, 607447.141532783 7808641.81793019, 607447.083811557 7808641.79793417, 607447.034336219 7808641.77793814, 607446.968369104 7808641.76794013, 607446.902401988 7808641.73794608, 607446.828188982 7808641.70795204, 607446.762221863 7808641.677958, 607446.688008859 7808641.64796394, 607446.622041741 7808641.6179699, 607446.547828733 7808641.58797585, 607446.481861617 7808641.55798181, 607446.40764861 7808641.51798975, 607446.341681492 7808641.48799569, 607446.267468484 7808641.44800363, 607446.209747255 7808641.40801157, 607446.143780137 7808641.36801951, 607446.077813018 7808641.32802743, 607446.0118459 7808641.28803537, 607445.95412467 7808641.2480433, 607445.879911661 7808641.20805125, 607445.822190433 7808641.16805917, 607445.764469202 7808641.11806909, 607445.690256194 7808641.07807703, 607445.632534964 7808641.02808695, 607445.566567843 7808640.97809686, 607445.508846614 7808640.93810479, 607445.451125383 7808640.88811471, 607445.393404153 7808640.83812463, 607445.327437032 7808640.78813454, 607445.269715801 7808640.73814446, 607445.21199457 7808640.68815437, 607445.15427334 7808640.6481623, 607445.088306221 7808640.59817222, 607445.03058499 7808640.54818214, 607444.972863759 7808640.49819206, 607444.90689664 7808640.44820197, 607444.849175407 7808640.38821387, 607444.791454176 7808640.33822378, 607444.741978834 7808640.28823369, 607444.684257605 7808640.23824361, 607444.618290484 7808640.18825353, 607444.560569252 7808640.12826542, 607393.485529513 7808622.02186098, 607386.295113868 7808619.63233555, 607384.481018146 7808618.81249828, 607383.953281211 7808618.57254591, 607381.05072809 7808617.50275834, 607377.711142856 7808616.50295695, 607374.445770628 7808615.51315357, 607370.891792269 7808614.4533641, 607367.329568021 7808613.38357661, 607367.172896123 7808613.35358258, 607366.991486555 7808613.29359449, 607366.917273541 7808613.2336064, 607366.702880407 7808613.10363218, 607366.364798943 7808613.0336461, 607366.17514349 7808613.00365207, 607365.993733925 7808612.97365804, 607365.886537363 7808612.943664, 607363.965245089 7808612.16381882, 607363.841556745 7808612.11382874, 607363.693130733 7808612.05384066, 607363.536458833 7808612.00385058, 607363.437508154 7808611.94386249, 607363.256098591 7808611.92386648, 607363.025213692 7808611.89387245, 607360.92251184 7808610.99405107, 607360.765839938 7808610.92406497, 607360.600922145 7808610.85407885, 607359.685628398 7808610.45415824, 607357.327303967 7808609.43436068, 607451.775717261 7808604.81526284, 607452.798207671 7808605.94503879, 607453.23524003 7808607.62470584))"
PRACA.37840.993,993,37840,PRACA,JOAO PESSOA,"POLYGON ((612146.719283404 7796158.07141883, 612138.720771056 7796157.83146756, 612126.154036698 7796160.90086106, 612122.006355191 7796165.32998382, 612112.779204469 7796158.87126529, 612103.098529948 7796153.05241999, 612098.175733761 7796149.88304889, 612092.56852895 7796147.82345792, 612089.74843392 7796141.03480384, 612110.165254275 7796135.82583325, 612120.69525422 7796133.87621812, 612121.907399927 7796134.06618029, 612132.049844094 7796138.94521178, 612153.687058663 7796151.73267413, 612146.719283404 7796158.07141883))"
PRACA.304703.994,994,304703,PRACA,ARNALDO JANSSEN,"POLYGON ((612170.640601078 7796115.45986088, 612147.97264986 7796099.09310809, 612245.084480669 7796073.72812113, 612250.790639048 7796095.49380635, 612170.640601078 7796115.45986088))"
PRACA.304837.1173,1173,304837,PRACA,ROSARINA,"POLYGON ((603289.481412734 7805918.6581916, 603294.659830843 7805916.90853766, 603299.912462409 7805918.50821991, 603301.817262974 7805919.87794819, 603302.732556961 7805922.08751016, 603303.037655248 7805924.97693747, 603301.586379202 7805928.1763036, 603298.848744261 7805929.92595722, 603295.121602434 7805930.22589828, 603291.691312305 7805928.24629107, 603289.563872448 7805924.74698487, 603289.481412734 7805918.6581916))"
PRACA.304783.1205,1205,304783,PRACA,TRES MIL SETECENTOS E VINTE,"POLYGON ((606452.067067472 7795762.78058082, 606461.434392708 7795729.51717231, 606476.4996235 7795669.53905784, 606479.088831087 7795658.43125905, 606482.288233237 7795638.56519606, 606484.951655791 7795641.53460715, 606489.214780944 7795645.48382381, 606493.098595013 7795648.07331004, 606492.183301794 7795651.3526602, 606490.509387043 7795656.45164981, 606484.448663213 7795689.16516685, 606476.845958977 7795727.8574991, 606475.279241413 7795737.47559302, 606475.72451998 7795741.50479436, 606478.02512351 7795745.12407671, 606473.003377335 7795746.64377621, 606464.402915597 7795749.99311356, 606457.319697678 7795755.09210394, 606452.067067472 7795762.78058082))"
PRACA.312059.3058,3058,312059,PRACA,QUATRO MIL TREZENTOS E VINTE E OITO,"POLYGON ((616388.777235995 7806616.54799633, 616378.041089592 7806624.41643855, 616377.290713697 7806624.50642084, 616366.496845996 7806631.88496016, 616363.676751506 7806629.1355055, 616366.059813003 7806626.17609165, 616368.57480858 7806622.24686997, 616369.407643044 7806620.05730378, 616369.605543943 7806617.17787441, 616369.28395348 7806612.00889888, 616366.579300602 7806603.77053201, 616365.870153737 7806601.13105523, 616366.175251484 7806600.14125135, 616411.321492532 7806588.65352117, 616412.66557245 7806588.62352691, 616412.541884273 7806589.67331887, 616385.313961864 7806611.8789222, 616388.777235995 7806616.54799633))"
PRACA.312112.3093,3093,312112,PRACA,FILARMONICA PRIMEIRO DE MAIO,"MULTIPOLYGON (((613432.410344832 7798156.53513786, 613431.008543894 7798157.82488245, 613414.285881381 7798160.44436576, 613413.469538286 7798159.87447884, 613413.213915611 7798159.10463145, 613414.170438435 7798157.07503357, 613420.651706309 7798151.13620966, 613432.410344832 7798156.53513786)), ((613414.170436991 7798147.35695966, 613408.134446914 7798151.89606092, 613407.268627429 7798144.22758092, 613414.170436991 7798147.35695966)))"
PRACA.304764.1209,1209,304764,PRACA,TRES MIL OITOCENTOS E TREZE,"POLYGON ((606441.570022298 7795558.50107044, 606439.78890977 7795554.84179595, 606426.768649232 7795541.62441745, 606422.134458548 7795533.87595384, 606413.756633151 7795518.11907802, 606407.704149164 7795507.52117937, 606403.061711672 7795493.19401966, 606403.366808973 7795488.95485982, 606409.180158684 7795474.49772441, 606412.635184417 7795461.98020491, 606417.170421637 7795449.67264363, 606421.326349025 7795444.97357441, 606435.740170205 7795496.95327002, 606444.802410475 7795556.34149801, 606444.802410746 7795558.28111358, 606442.650233874 7795559.36089987, 606441.570022298 7795558.50107044))"
PRACA.304782.1210,1210,304782,PRACA,DOIS MIL SEISCENTOS E QUARENTA E CINCO,"POLYGON ((606323.719724113 7795178.65637215, 606325.83067184 7795179.74615587, 606329.038322842 7795181.11588394, 606332.163514811 7795181.46581415, 606348.919161026 7795180.20606149, 606373.162075002 7795183.06549137, 606382.488178432 7795204.60122168, 606383.469441524 7795221.12794594, 606382.512918721 7795223.40749426, 606380.500922046 7795225.08716163, 606375.907963434 7795236.16496666, 606323.719724113 7795178.65637215))"
PRACA.33550.1007,1007,33550,PRACA,HUGO WERNECK,"MULTIPOLYGON (((612337.405516105 7796497.45412553, 612341.965492546 7796496.30435274, 612343.647654065 7796497.43412858, 612342.979737488 7796500.35355005, 612313.335774438 7796553.72297666, 612310.556909947 7796554.38284629, 612308.759306065 7796553.82295752, 612301.552398493 7796549.77376112, 612250.897898091 7796520.16963608, 612270.498375367 7796514.42077261, 612277.128070743 7796518.70992153, 612324.855274291 7796505.76248067, 612325.754075329 7796499.90364175, 612337.405516105 7796497.45412553)), ((612370.16643511 7796511.45134647, 612373.068989876 7796523.95886707, 612370.166436985 7796524.17882391, 612387.697206986 7796592.1653465, 612393.386870733 7796594.51487999, 612396.066786101 7796604.33293367, 612395.17623019 7796605.00280104, 612345.04946653 7796574.4188701, 612340.250358711 7796571.50944745, 612338.015722434 7796569.05993327, 612337.90852563 7796567.3802662, 612338.460999912 7796565.48064261, 612369.160436702 7796511.78128123, 612370.16643511 7796511.45134647)), ((612323.618403893 7796593.7250468, 612326.298317865 7796594.06497903, 612368.385338464 7796615.83065891, 612370.389089636 7796616.84045847, 612371.287891798 7796618.62010562, 612371.510531031 7796620.18979448, 612371.955809398 7796622.63930893, 612371.733170823 7796625.54873231, 612370.949811551 7796626.77848869, 612369.160453853 7796628.22820163, 612367.2638996 7796629.67791457, 612365.928065552 7796629.45795836, 612363.808871491 7796625.43875527, 612304.413735412 7796641.06566679, 612301.173101975 7796647.42440697, 612300.059907096 7796648.33422681, 612298.600384675 7796647.86432016, 612296.341010854 7796646.24464151, 612294.815521008 7796643.63515893, 612294.370242806 7796642.29542453, 612294.370242573 7796640.72573565, 612296.151354004 7796636.70653198, 612321.829046051 7796594.17495789, 612323.618403893 7796593.7250468)), ((612258.475875054 7796554.04292133, 612289.620600444 7796572.28930033, 612297.379982606 7796576.53845702, 612298.385981252 7796577.81820322, 612298.724062963 7796579.60784847, 612298.691079616 7796581.01756907, 612275.891202436 7796620.90966588, 612274.720286389 7796622.19941042, 612273.095846357 7796622.86927789, 612271.199291776 7796622.08943274, 612270.193293154 7796620.96965482, 612269.525375866 7796619.07003142, 612268.857458464 7796616.39056259, 612269.360456905 7796611.03162464, 612264.783985361 7796589.59587386, 612258.03059842 7796563.36107454, 612255.235241693 7796560.91156044, 612253.783965083 7796559.9017608, 612253.503604701 7796558.84197089, 612253.396407956 7796557.56222456, 612253.899406995 7796556.2724801, 612255.903157813 7796554.88275525, 612258.475875054 7796554.04292133)))"
PRACA.55254.1008,1008,55254,PRACA,PRIMEIRO DE MAIO,"MULTIPOLYGON (((610584.935394811 7796903.87381168, 610588.481107858 7796904.23373841, 610588.596549678 7796904.25373435, 610588.711991498 7796904.28372824, 610588.827433318 7796904.33371806, 610588.92638345 7796904.38370789, 610589.04182527 7796904.44369568, 610589.140775402 7796904.51368143, 610590.50133971 7796909.24271885, 610592.604030006 7796915.71140217, 610594.467590817 7796919.76057797, 610597.782420224 7796923.18987995, 610603.810132404 7796927.55899063, 610610.810854212 7796932.25803415, 610612.220893586 7796934.35760679, 610612.7073984 7796936.94707971, 610612.666169178 7796940.86628197, 610611.981764102 7796945.60531735, 610597.155736057 7796949.82445856, 610592.686488449 7796932.46799141, 610589.816934634 7796922.25007124, 610586.370171718 7796909.95257436, 610584.935394811 7796903.87381168)), ((610633.37973005 7796919.07071839, 610633.882726552 7796918.60081404, 610635.333995148 7796917.6410094, 610637.073868294 7796916.93115389, 610638.665316243 7796916.6712068, 610640.4629103 7796916.59122309, 610642.516125529 7796916.83117424, 610643.398430869 7796917.01113761, 610644.255998676 7796917.49103993, 610645.278483369 7796918.2108934, 610645.896921691 7796918.89075502, 610647.422402886 7796921.00032562, 610649.970368773 7796925.61938543, 610654.843662752 7796935.72732799, 610644.676536735 7796938.20682329, 610635.886466716 7796931.50818678, 610633.43745096 7796929.18865891, 610633.025158745 7796928.43881154, 610632.596374841 7796927.5389947, 610632.258295225 7796926.59918599, 610632.134607561 7796925.7693549, 610632.126361717 7796924.34964388, 610632.217066004 7796922.70997763, 610632.390228734 7796921.21028289, 610633.37973005 7796919.07071839)))"
PRACA.24145.1009,1009,24145,PRACA,DUQUE DE CAXIAS,"MULTIPOLYGON (((613287.901036239 7797457.50370516, 613293.39279833 7797457.62368057, 613309.150692869 7797462.1127885, 613310.107216027 7797462.34274278, 613311.212165262 7797463.08259598, 613311.525509102 7797463.47251865, 613311.781131809 7797464.47232046, 613311.682181219 7797465.00221545, 613310.915313963 7797467.83165478, 613310.173184156 7797469.19138539, 613309.233152852 7797469.47133005, 613307.17992663 7797470.41114408, 613264.482715101 7797481.83888548, 613261.5884081 7797482.08883636, 613259.518689925 7797481.84888423, 613258.125134565 7797481.03904494, 613257.523184434 7797479.45935813, 613257.605643105 7797477.9896494, 613271.07117777 7797464.05240973, 613274.031451589 7797461.82285118, 613275.515711498 7797461.08299759, 613287.901036239 7797457.50370516)), ((613212.418165171 7797435.99797874, 613213.523114333 7797436.24792903, 613255.832772454 7797447.55568159, 613257.853015467 7797448.95540387, 613259.122882591 7797450.43511041, 613259.510439616 7797452.06478736, 613259.370259787 7797453.97440889, 613258.760064316 7797456.10398691, 613256.830526629 7797458.37353738, 613226.015643779 7797487.55775771, 613224.028384624 7797488.18763317, 613223.17905805 7797488.14764122, 613221.645322592 7797487.43778214, 613220.309488421 7797486.40798644, 613219.212784927 7797484.6683314, 613207.602566839 7797441.6668559, 613207.602566601 7797440.06717295, 613207.94064789 7797438.98738692, 613208.501368187 7797437.94759291, 613209.152793288 7797437.07776521, 613210.422660067 7797436.21793544, 613211.181281823 7797436.00797694, 613212.418165171 7797435.99797874)), ((613334.762415461 7797403.99430363, 613335.718938621 7797404.25425197, 613337.401100111 7797405.15407338, 613337.96182067 7797405.88392863, 613350.099775913 7797450.57506917, 613349.951350214 7797452.61466494, 613349.687481911 7797453.59447079, 613349.200974594 7797454.4842945, 613348.318664585 7797455.25414205, 613347.221961419 7797455.7340471, 613344.805916014 7797456.20395432, 613343.140246435 7797456.19395655, 613301.547980586 7797444.41629703, 613299.643180089 7797443.4864816, 613298.282608054 7797441.11695143, 613298.101198216 7797439.237324, 613298.8515738 7797437.11774399, 613331.521781227 7797404.95411388, 613332.577254918 7797404.27424847, 613334.762415461 7797403.99430363)), ((613303.403298904 7797399.26524557, 613304.557723394 7797399.45520775, 613305.695656126 7797399.80513822, 613306.421294435 7797400.32503507, 613306.767621839 7797400.77494585, 613307.567473272 7797402.12467822, 613307.96327606 7797402.89452558, 613308.152931621 7797403.66437297, 613307.988014039 7797404.99410945, 613307.699408122 7797406.34384198, 613307.649932854 7797406.78375479, 613307.468523352 7797407.1536815, 613307.353080918 7797407.23366566, 613284.841807265 7797429.50925405, 613282.969990732 7797431.31889565, 613280.595174979 7797433.19852347, 613278.913013764 7797434.13833745, 613276.637148487 7797434.71822285, 613272.011204855 7797435.35809672, 613269.520946405 7797435.53806142, 613266.725590001 7797435.30810742, 613264.697101251 7797434.92818302, 613235.679816667 7797426.79979835, 613234.962424279 7797426.50985592, 613233.700803123 7797425.57004237, 613233.082361363 7797424.9901574, 613232.661820947 7797424.4702605, 613232.348477069 7797423.83038737, 613232.175313284 7797423.04054395, 613232.117591971 7797422.43066483, 613232.14232951 7797421.57083524, 613232.233034188 7797420.88097195, 613232.307247118 7797420.41106508, 613232.505148366 7797419.82118195, 613232.950426252 7797419.01134241, 613233.362720628 7797418.52143944, 613233.97291633 7797417.95155229, 613234.583112047 7797417.49164336, 613234.995406461 7797417.25169085, 613303.403298904 7797399.26524557)))"
PRACA.305731.1200,1200,305731,PRACA,ANTONIO SCALZO NETO,"POLYGON ((610440.438891016 7797438.43790128, 610441.684021264 7797445.41651796, 610441.848939421 7797448.01600272, 610440.554337206 7797464.30277491, 610423.015328231 7797443.02699425, 610440.438891016 7797438.43790128))"
PRACA.305043.2261,2261,305043,PRACA,DOIS MIL CENTO E OITENTA E DOIS,"POLYGON ((613210.844335134 7805086.40172782, 613207.183161192 7805091.86064648, 613203.34882317 7805094.55011403, 613199.357813 7805095.52992043, 613194.550459643 7805095.36995285, 613189.611171641 7805092.38054605, 613182.321805004 7805087.71147247, 613176.294059131 7805081.27274944, 613175.156126063 7805078.74325092, 613174.257323562 7805074.75404167, 613176.046680755 7805069.77502818, 613179.312052131 7805065.05596295, 613182.486719256 7805063.90619036, 613186.238598764 7805063.74622151, 613195.853305901 7805066.92558996, 613204.569211406 7805071.97458803, 613208.725140155 7805076.38371358, 613211.009251985 7805080.12297217, 613210.844335134 7805086.40172782))"
PRACA.311281.2270,2270,311281,PRACA,QUATRO MIL CENTO E CINQUENTA E OITO,"POLYGON ((606353.422010318 7799440.84161306, 606326.598133318 7799440.66165246, 606306.692557271 7799440.95159777, 606305.282509015 7799432.10335163, 606315.111607136 7799420.69561123, 606327.010424573 7799417.72619809, 606330.465452346 7799419.68580923, 606331.364255231 7799426.73441211, 606340.517192584 7799430.63363803, 606352.861288125 7799428.35408809, 606353.422010318 7799440.84161306))"
PRACA.75458.2432,2432,75458,PRACA,MUSEU HISTORICO,"POLYGON ((610108.153979056 7795200.03159888, 610090.276894476 7795218.82787604, 610089.963550689 7795218.78788401, 610089.691436347 7795218.74789198, 610089.204928769 7795217.85806842, 610078.353333142 7795178.08595283, 610108.153979056 7795200.03159888))"
PRACA.12760.1000,1000,12760,PRACA,CIDADE DO PORTO,"MULTIPOLYGON (((613408.175093418 7794230.56326513, 613411.547662148 7794231.54307042, 613416.882752548 7794233.17274663, 613422.160121738 7794234.87240897, 613426.027443915 7794236.58206954, 613429.457734127 7794239.30153003, 613430.397765913 7794242.29093739, 613431.189371824 7794246.13017632, 613431.461486428 7794247.92981959, 613431.428503223 7794250.28935193, 613430.30706276 7794253.20877346, 613428.245590939 7794256.03821297, 613427.511706985 7794257.1379951, 613425.961479959 7794257.80786256, 613424.881268018 7794254.51851468, 613423.479466395 7794251.17917675, 613422.440483921 7794248.03979914, 613403.598628783 7794255.70828203, 613404.695332727 7794260.50733068, 613405.346758498 7794264.1566073, 613405.429217722 7794266.40616142, 613404.579891315 7794267.45595347, 613402.427714257 7794267.19600532, 613400.976437281 7794263.70669712, 613398.799522137 7794260.62730778, 613396.061886536 7794257.49792844, 613394.2890201 7794255.41834088, 613390.891714547 7794260.11741002, 613387.52739245 7794264.15660995, 613386.504902616 7794266.82608101, 613386.900705919 7794271.08523678, 613387.502656408 7794275.08444403, 613401.545405168 7794274.12463219, 613402.518420044 7794273.97466177, 613402.551404125 7794277.51396027, 613380.122586276 7794278.37379318, 613377.945671487 7794277.68393024, 613377.145820156 7794277.00406511, 613376.626328899 7794275.30440206, 613376.865459447 7794273.74471115, 613377.74776934 7794272.22501223, 613379.998896972 7794271.85508521, 613383.800251113 7794267.34597836, 613386.166820719 7794263.8066795, 613387.717047299 7794260.13740653, 613389.786764785 7794255.80826427, 613392.087367222 7794251.8790427, 613394.272527362 7794248.95962101, 613396.779277038 7794245.13037959, 613399.566386808 7794240.43131055, 613401.396973686 7794237.26193845, 613403.211068845 7794234.49248709, 613405.231311161 7794231.26312686, 613406.229063643 7794230.70323767, 613408.175093418 7794230.56326513)), ((613438.577685261 7794225.46427123, 613440.58143632 7794225.74421546, 613444.300332497 7794227.45387604, 613445.495987583 7794235.43229453, 613446.097938282 7794240.84122238, 613446.691642746 7794243.93060997, 613446.67515158 7794248.03979553, 613445.669153469 7794250.3393399, 613444.382794934 7794251.30914788, 613442.469748706 7794251.37913429, 613440.457751676 7794250.54929906, 613439.328064592 7794248.55969358, 613438.948753201 7794245.21035748, 613438.297327305 7794240.72124732, 613437.002722064 7794236.18214718, 613435.897772291 7794231.80301529, 613435.007215726 7794228.05375853, 613436.037951598 7794226.38408931, 613437.175884177 7794225.72421993, 613438.577685261 7794225.46427123)), ((613404.118114774 7794221.99496398, 613413.881247416 7794222.74481391, 613423.397003415 7794223.67462821, 613424.196854787 7794224.62443983, 613424.625641213 7794225.96417423, 613423.702102001 7794228.33370472, 613420.651122993 7794227.71382804, 613415.571655243 7794226.71402696, 613411.415727095 7794225.96417619, 613408.405977538 7794225.39428959, 613406.35275123 7794225.67423442, 613403.260542956 7794226.26411796, 613402.798773093 7794225.71422702, 613402.642100927 7794223.85459562, 613402.807018519 7794222.60484329, 613404.118114774 7794221.99496398)))"
PRACA.18867.1004,1004,18867,PRACA,MILTON CAMPOS,"MULTIPOLYGON (((612426.831937303 7794836.04340346, 612428.439886768 7794843.60190513, 612429.379918812 7794848.37095976, 612426.889660939 7794852.40016154, 612425.471369222 7794860.44856655, 612425.71050089 7794866.48736961, 612427.244237026 7794871.81631319, 612428.670776636 7794877.3752112, 612428.316204108 7794882.10427394, 612421.208249841 7794895.84155225, 612425.116801544 7794898.09110582, 612408.138520787 7794929.5148801, 612402.86939793 7794930.83461931, 612384.975816072 7794911.86838106, 612385.239683977 7794908.18911026, 612426.831937303 7794836.04340346)), ((612393.873118594 7794832.63408405, 612359.710409171 7794890.8325541, 612356.024496957 7794891.88234657, 612330.544698134 7794878.91492047, 612348.990747422 7794849.48075164, 612351.019235629 7794846.24139339, 612355.282359774 7794843.17200111, 612362.86033123 7794839.73268167, 612369.960041266 7794837.25317207, 612393.873118594 7794832.63408405)))"
PRACA.89838.1010,1010,89838,PRACA,ANTONIO MASCARENHAS FERREIRA,"MULTIPOLYGON (((607506.410651731 7792086.76902611, 607515.176031824 7792087.83881283, 607538.017145543 7792097.48689732, 607494.280951663 7792104.92542914, 607493.398641209 7792102.53590288, 607496.317684956 7792095.88722027, 607501.100299655 7792089.60846407, 607506.410651731 7792086.76902611)), ((607530.224783454 7792118.46274091, 607529.251768808 7792120.23239031, 607525.442168481 7792122.80188156, 607521.904682339 7792124.31158283, 607515.176037102 7792125.28139156, 607508.983374472 7792125.02144395, 607506.377673359 7792123.5417376, 607501.454877159 7792119.97244574, 607493.307937976 7792113.50372902, 607530.224782045 7792108.46472257, 607531.197797888 7792115.19338878, 607530.224783454 7792118.46274091)))"
